lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
10,2,CNF,5,461,51,3,[153; 154],122,0.447854,0.941176,9,[X7 >= 0.079005 OR X10 >= 0.420250 OR X22 >= 117.450000 OR X27 >= 0.175750 OR X28 >= 0.357100] AND [X12 < 2.762000 OR X13 >= 53.780000 OR X20 >= 16.795000 OR X27 >= 0.142350],{'0.0': {'precision': 0.9584775086505191; 'recall': 0.9584775086505191; 'f1-score': 0.9584775086505191; 'support': 289}; '1.0': {'precision': 0.9302325581395349; 'recall': 0.9302325581395349; 'f1-score': 0.9302325581395349; 'support': 172}; 'accuracy': 0.9479392624728851; 'macro avg': {'precision': 0.944355033395027; 'recall': 0.944355033395027; 'f1-score': 0.944355033395027; 'support': 461}; 'weighted avg': {'precision': 0.9479392624728851; 'recall': 0.9479392624728851; 'f1-score': 0.9479392624728851; 'support': 461}},{'0.0': {'precision': 0.967741935483871; 'recall': 0.9375; 'f1-score': 0.9523809523809523; 'support': 32}; '1.0': {'precision': 0.9; 'recall': 0.9473684210526315; 'f1-score': 0.9230769230769231; 'support': 19}; 'accuracy': 0.9411764705882353; 'macro avg': {'precision': 0.9338709677419355; 'recall': 0.9424342105263157; 'f1-score': 0.9377289377289377; 'support': 51}; 'weighted avg': {'precision': 0.9425047438330171; 'recall': 0.9411764705882353; 'f1-score': 0.9414637649931767; 'support': 51}}
10,2,CNF,6,461,51,3,[153; 154],122,0.273698,0.882353,9,[X7 >= 0.026805 OR X22 >= 101.650000 OR X27 >= 0.175750] AND [X3 >= 696.250000 OR X6 >= 0.119200 OR X10 >= 0.547850 OR X12 >= 5.131000 OR X21 >= 29.295000 OR X23 >= 1214.000000],{'0.0': {'precision': 0.9849056603773585; 'recall': 0.903114186851211; 'f1-score': 0.9422382671480145; 'support': 289}; '1.0': {'precision': 0.8571428571428571; 'recall': 0.9767441860465116; 'f1-score': 0.9130434782608695; 'support': 172}; 'accuracy': 0.93058568329718; 'macro avg': {'precision': 0.9210242587601079; 'recall': 0.9399291864488613; 'f1-score': 0.9276408727044421; 'support': 461}; 'weighted avg': {'precision': 0.9372371090620997; 'recall': 0.93058568329718; 'f1-score': 0.9313456344178868; 'support': 461}},{'0.0': {'precision': 0.9642857142857143; 'recall': 0.84375; 'f1-score': 0.8999999999999999; 'support': 32}; '1.0': {'precision': 0.782608695652174; 'recall': 0.9473684210526315; 'f1-score': 0.8571428571428571; 'support': 19}; 'accuracy': 0.8823529411764706; 'macro avg': {'precision': 0.8734472049689441; 'recall': 0.8955592105263157; 'f1-score': 0.8785714285714286; 'support': 51}; 'weighted avg': {'precision': 0.896602119108513; 'recall': 0.8823529411764706; 'f1-score': 0.8840336134453781; 'support': 51}}
10,2,CNF,7,461,51,3,[153; 154],122,0.418515,0.960784,8,[X20 >= 14.905000 OR X22 >= 105.950000 OR X27 >= 0.142350] AND [X6 >= 0.119200 OR X12 >= 5.131000 OR X22 >= 117.450000 OR X27 >= 0.175750 OR X29 >= 0.092790],{'0.0': {'precision': 0.9652777777777778; 'recall': 0.9619377162629758; 'f1-score': 0.9636048526863085; 'support': 289}; '1.0': {'precision': 0.9364161849710982; 'recall': 0.9418604651162791; 'f1-score': 0.9391304347826087; 'support': 172}; 'accuracy': 0.9544468546637744; 'macro avg': {'precision': 0.950846981374438; 'recall': 0.9518990906896274; 'f1-score': 0.9513676437344586; 'support': 461}; 'weighted avg': {'precision': 0.9545094611557629; 'recall': 0.9544468546637744; 'f1-score': 0.954473399585579; 'support': 461}},{'0.0': {'precision': 0.96875; 'recall': 0.96875; 'f1-score': 0.96875; 'support': 32}; '1.0': {'precision': 0.9473684210526315; 'recall': 0.9473684210526315; 'f1-score': 0.9473684210526315; 'support': 19}; 'accuracy': 0.9607843137254902; 'macro avg': {'precision': 0.9580592105263157; 'recall': 0.9580592105263157; 'f1-score': 0.9580592105263157; 'support': 51}; 'weighted avg': {'precision': 0.9607843137254902; 'recall': 0.9607843137254902; 'f1-score': 0.9607843137254902; 'support': 51}}
10,2,CNF,8,461,51,3,[153; 154],122,0.378331,0.921569,7,[X1 >= 18.635000 OR X2 >= 98.755000 OR X7 >= 0.079005 OR X20 >= 16.795000 OR X28 >= 0.357100] AND [X23 >= 884.550000 OR X27 >= 0.142350],{'0.0': {'precision': 0.9822064056939501; 'recall': 0.9550173010380623; 'f1-score': 0.968421052631579; 'support': 289}; '1.0': {'precision': 0.9277777777777778; 'recall': 0.9709302325581395; 'f1-score': 0.9488636363636364; 'support': 172}; 'accuracy': 0.9609544468546638; 'macro avg': {'precision': 0.954992091735864; 'recall': 0.9629737667981009; 'f1-score': 0.9586423444976077; 'support': 461}; 'weighted avg': {'precision': 0.9618989783586321; 'recall': 0.9609544468546638; 'f1-score': 0.9611241424405028; 'support': 461}},{'0.0': {'precision': 0.9117647058823529; 'recall': 0.96875; 'f1-score': 0.9393939393939394; 'support': 32}; '1.0': {'precision': 0.9411764705882353; 'recall': 0.8421052631578947; 'f1-score': 0.8888888888888888; 'support': 19}; 'accuracy': 0.9215686274509803; 'macro avg': {'precision': 0.9264705882352942; 'recall': 0.9054276315789473; 'f1-score': 0.9141414141414141; 'support': 51}; 'weighted avg': {'precision': 0.9227220299884661; 'recall': 0.9215686274509803; 'f1-score': 0.9205783323430382; 'support': 51}}
10,2,CNF,9,461,51,3,[153; 154],122,0.321817,0.980392,7,[X3 >= 696.250000 OR X22 >= 117.450000 OR X24 >= 0.136150] AND [X20 >= 16.795000 OR X22 >= 105.950000 OR X23 >= 696.050000 OR X27 >= 0.175750],{'0.0': {'precision': 0.9822695035460993; 'recall': 0.9584775086505191; 'f1-score': 0.9702276707530648; 'support': 289}; '1.0': {'precision': 0.9329608938547486; 'recall': 0.9709302325581395; 'f1-score': 0.9515669515669516; 'support': 172}; 'accuracy': 0.9631236442516269; 'macro avg': {'precision': 0.957615198700424; 'recall': 0.9647038706043293; 'f1-score': 0.9608973111600082; 'support': 461}; 'weighted avg': {'precision': 0.9638723650061594; 'recall': 0.9631236442516269; 'f1-score': 0.9632653199938208; 'support': 461}},{'0.0': {'precision': 1.0; 'recall': 0.96875; 'f1-score': 0.9841269841269841; 'support': 32}; '1.0': {'precision': 0.95; 'recall': 1.0; 'f1-score': 0.9743589743589743; 'support': 19}; 'accuracy': 0.9803921568627451; 'macro avg': {'precision': 0.975; 'recall': 0.984375; 'f1-score': 0.9792429792429792; 'support': 51}; 'weighted avg': {'precision': 0.9813725490196078; 'recall': 0.9803921568627451; 'f1-score': 0.9804879216643922; 'support': 51}}
10,2,DNF,0,460,52,57,[8; 9],122,1.632011,0.884615,6,[X0 >= 13.095000 AND X3 >= 696.250000] OR [X0 < 13.095000 AND X0 >= 13.095000 AND X6 >= 0.089420 AND X7 >= 0.051420],{'0.0': {'precision': 0.8753894080996885; 'recall': 0.972318339100346; 'f1-score': 0.921311475409836; 'support': 289}; '1.0': {'precision': 0.9424460431654677; 'recall': 0.7660818713450293; 'f1-score': 0.8451612903225807; 'support': 171}; 'accuracy': 0.8956521739130435; 'macro avg': {'precision': 0.908917725632578; 'recall': 0.8692001052226876; 'f1-score': 0.8832363828662084; 'support': 460}; 'weighted avg': {'precision': 0.9003169833089237; 'recall': 0.8956521739130435; 'f1-score': 0.893003471823052; 'support': 460}},{'0.0': {'precision': 0.8611111111111112; 'recall': 0.96875; 'f1-score': 0.911764705882353; 'support': 32}; '1.0': {'precision': 0.9375; 'recall': 0.75; 'f1-score': 0.8333333333333334; 'support': 20}; 'accuracy': 0.8846153846153846; 'macro avg': {'precision': 0.8993055555555556; 'recall': 0.859375; 'f1-score': 0.8725490196078431; 'support': 52}; 'weighted avg': {'precision': 0.890491452991453; 'recall': 0.8846153846153846; 'f1-score': 0.8815987933634992; 'support': 52}}
10,2,DNF,1,460,52,57,[8; 9],122,1.608387,0.846154,4,[X0 >= 15.045000] OR [X0 >= 15.045000 AND X1 >= 18.635000 AND X7 >= 0.026805],{'0.0': {'precision': 0.875; 'recall': 0.9722222222222222; 'f1-score': 0.9210526315789473; 'support': 288}; '1.0': {'precision': 0.9428571428571428; 'recall': 0.7674418604651163; 'f1-score': 0.8461538461538461; 'support': 172}; 'accuracy': 0.8956521739130435; 'macro avg': {'precision': 0.9089285714285714; 'recall': 0.8698320413436693; 'f1-score': 0.8836032388663968; 'support': 460}; 'weighted avg': {'precision': 0.9003726708074534; 'recall': 0.8956521739130435; 'f1-score': 0.8930469987678226; 'support': 460}},{'0.0': {'precision': 0.8378378378378378; 'recall': 0.9393939393939394; 'f1-score': 0.8857142857142858; 'support': 33}; '1.0': {'precision': 0.8666666666666667; 'recall': 0.6842105263157895; 'f1-score': 0.7647058823529413; 'support': 19}; 'accuracy': 0.8461538461538461; 'macro avg': {'precision': 0.8522522522522522; 'recall': 0.8118022328548644; 'f1-score': 0.8252100840336136; 'support': 52}; 'weighted avg': {'precision': 0.8483714483714484; 'recall': 0.8461538461538461; 'f1-score': 0.8414996767937946; 'support': 52}}
10,2,DNF,2,461,51,57,[8; 9],122,1.597328,0.862745,4,[X0 >= 15.045000 AND X20 >= 14.905000] OR [X0 >= 13.095000 AND X27 >= 0.109550],{'0.0': {'precision': 0.9525547445255474; 'recall': 0.903114186851211; 'f1-score': 0.9271758436944938; 'support': 289}; '1.0': {'precision': 0.8502673796791443; 'recall': 0.9244186046511628; 'f1-score': 0.8857938718662952; 'support': 172}; 'accuracy': 0.911062906724512; 'macro avg': {'precision': 0.9014110621023459; 'recall': 0.9137663957511869; 'f1-score': 0.9064848577803946; 'support': 461}; 'weighted avg': {'precision': 0.9143911290080174; 'recall': 0.911062906724512; 'f1-score': 0.9117361492162939; 'support': 461}},{'0.0': {'precision': 0.9629629629629629; 'recall': 0.8125; 'f1-score': 0.8813559322033898; 'support': 32}; '1.0': {'precision': 0.75; 'recall': 0.9473684210526315; 'f1-score': 0.8372093023255814; 'support': 19}; 'accuracy': 0.8627450980392157; 'macro avg': {'precision': 0.8564814814814814; 'recall': 0.8799342105263157; 'f1-score': 0.8592826172644856; 'support': 51}; 'weighted avg': {'precision': 0.8836238198983296; 'recall': 0.8627450980392157; 'f1-score': 0.864909148523422; 'support': 51}}
10,2,DNF,3,461,51,57,[8; 9],122,1.598480,0.960784,7,[X22 >= 105.950000 AND X27 >= 0.109550] OR [X0 < 13.095000 AND X0 >= 13.095000 AND X1 >= 18.635000 AND X4 >= 0.089465 AND X5 >= 0.102150],{'0.0': {'precision': 0.9347079037800687; 'recall': 0.9411764705882353; 'f1-score': 0.9379310344827586; 'support': 289}; '1.0': {'precision': 0.9; 'recall': 0.8895348837209303; 'f1-score': 0.894736842105263; 'support': 172}; 'accuracy': 0.9219088937093276; 'macro avg': {'precision': 0.9173539518900344; 'recall': 0.9153556771545828; 'f1-score': 0.9163339382940108; 'support': 461}; 'weighted avg': {'precision': 0.92175831712026; 'recall': 0.9219088937093276; 'f1-score': 0.9218151969796583; 'support': 461}},{'0.0': {'precision': 0.9411764705882353; 'recall': 1.0; 'f1-score': 0.9696969696969697; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.8947368421052632; 'f1-score': 0.9444444444444444; 'support': 19}; 'accuracy': 0.9607843137254902; 'macro avg': {'precision': 0.9705882352941176; 'recall': 0.9473684210526316; 'f1-score': 0.9570707070707071; 'support': 51}; 'weighted avg': {'precision': 0.9630911188004614; 'recall': 0.9607843137254902; 'f1-score': 0.960289166171519; 'support': 51}}
10,2,DNF,4,461,51,57,[8; 9],122,1.611706,0.882353,3,[X1 >= 18.635000 AND X13 >= 18.515000] OR [X7 >= 0.051420],{'0.0': {'precision': 0.9855769230769231; 'recall': 0.7093425605536332; 'f1-score': 0.8249496981891348; 'support': 289}; '1.0': {'precision': 0.6679841897233202; 'recall': 0.9825581395348837; 'f1-score': 0.7952941176470588; 'support': 172}; 'accuracy': 0.8112798264642083; 'macro avg': {'precision': 0.8267805564001216; 'recall': 0.8459503500442584; 'f1-score': 0.8101219079180968; 'support': 461}; 'weighted avg': {'precision': 0.8670824542334964; 'recall': 0.8112798264642083; 'f1-score': 0.8138851431929589; 'support': 461}},{'0.0': {'precision': 1.0; 'recall': 0.8125; 'f1-score': 0.896551724137931; 'support': 32}; '1.0': {'precision': 0.76; 'recall': 1.0; 'f1-score': 0.8636363636363636; 'support': 19}; 'accuracy': 0.8823529411764706; 'macro avg': {'precision': 0.88; 'recall': 0.90625; 'f1-score': 0.8800940438871474; 'support': 51}; 'weighted avg': {'precision': 0.9105882352941176; 'recall': 0.8823529411764706; 'f1-score': 0.8842891388530333; 'support': 51}}
10,2,DNF,5,461,51,57,[8; 9],122,1.650555,0.882353,5,[X0 >= 15.045000 AND X6 >= 0.069225] OR [X0 < 13.095000 AND X0 >= 13.095000 AND X13 >= 31.285000],{'0.0': {'precision': 0.8541666666666666; 'recall': 0.9930795847750865; 'f1-score': 0.9183999999999999; 'support': 289}; '1.0': {'precision': 0.984; 'recall': 0.7151162790697675; 'f1-score': 0.8282828282828284; 'support': 172}; 'accuracy': 0.8893709327548807; 'macro avg': {'precision': 0.9190833333333333; 'recall': 0.854097931922427; 'f1-score': 0.8733414141414142; 'support': 461}; 'weighted avg': {'precision': 0.9026077368040492; 'recall': 0.8893709327548807; 'f1-score': 0.8847771072985824; 'support': 461}},{'0.0': {'precision': 0.8421052631578947; 'recall': 1.0; 'f1-score': 0.9142857142857143; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.6842105263157895; 'f1-score': 0.8125000000000001; 'support': 19}; 'accuracy': 0.8823529411764706; 'macro avg': {'precision': 0.9210526315789473; 'recall': 0.8421052631578947; 'f1-score': 0.8633928571428572; 'support': 51}; 'weighted avg': {'precision': 0.9009287925696594; 'recall': 0.8823529411764706; 'f1-score': 0.8763655462184875; 'support': 51}}
10,2,DNF,6,461,51,57,[8; 9],122,1.591254,0.745098,6,[X4 >= 0.089465 AND X7 >= 0.026805 AND X10 >= 0.193650] OR [X0 < 13.095000 AND X0 >= 13.095000 AND X5 >= 0.155250],{'0.0': {'precision': 0.9282700421940928; 'recall': 0.7612456747404844; 'f1-score': 0.8365019011406843; 'support': 289}; '1.0': {'precision': 0.6919642857142857; 'recall': 0.9011627906976745; 'f1-score': 0.7828282828282828; 'support': 172}; 'accuracy': 0.8134490238611713; 'macro avg': {'precision': 0.8101171639541893; 'recall': 0.8312042327190794; 'f1-score': 0.8096650919844836; 'support': 461}; 'weighted avg': {'precision': 0.8401039031170281; 'recall': 0.8134490238611713; 'f1-score': 0.8164761693625215; 'support': 461}},{'0.0': {'precision': 0.8275862068965517; 'recall': 0.75; 'f1-score': 0.7868852459016394; 'support': 32}; '1.0': {'precision': 0.6363636363636364; 'recall': 0.7368421052631579; 'f1-score': 0.6829268292682926; 'support': 19}; 'accuracy': 0.7450980392156863; 'macro avg': {'precision': 0.731974921630094; 'recall': 0.743421052631579; 'f1-score': 0.7349060375849661; 'support': 51}; 'weighted avg': {'precision': 0.7563464257176225; 'recall': 0.7450980392156863; 'f1-score': 0.7481556397049024; 'support': 51}}
10,2,DNF,7,461,51,57,[8; 9],122,1.576823,0.862745,8,[X1 >= 18.635000 AND X4 >= 0.089465 AND X5 >= 0.102150 AND X6 >= 0.069225 AND X7 >= 0.026805] OR [X0 < 13.095000 AND X0 >= 13.095000 AND X1 >= 18.635000],{'0.0': {'precision': 0.8173913043478261; 'recall': 0.9757785467128027; 'f1-score': 0.889589905362776; 'support': 289}; '1.0': {'precision': 0.9396551724137931; 'recall': 0.6337209302325582; 'f1-score': 0.7569444444444444; 'support': 172}; 'accuracy': 0.8481561822125814; 'macro avg': {'precision': 0.8785232383808097; 'recall': 0.8047497384726805; 'f1-score': 0.8232671749036102; 'support': 461}; 'weighted avg': {'precision': 0.8630081922162564; 'recall': 0.8481561822125814; 'f1-score': 0.840099624933377; 'support': 461}},{'0.0': {'precision': 0.8205128205128205; 'recall': 1.0; 'f1-score': 0.9014084507042254; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.631578947368421; 'f1-score': 0.7741935483870968; 'support': 19}; 'accuracy': 0.8627450980392157; 'macro avg': {'precision': 0.9102564102564102; 'recall': 0.8157894736842105; 'f1-score': 0.837800999545661; 'support': 51}; 'weighted avg': {'precision': 0.8873805932629462; 'recall': 0.8627450980392157; 'f1-score': 0.8540146635664715; 'support': 51}}
10,2,DNF,8,461,51,57,[8; 9],122,1.561320,0.862745,2,[X6 >= 0.069225] OR [X23 >= 884.550000],{'0.0': {'precision': 0.9872881355932204; 'recall': 0.8062283737024222; 'f1-score': 0.8876190476190476; 'support': 289}; '1.0': {'precision': 0.7511111111111111; 'recall': 0.9825581395348837; 'f1-score': 0.8513853904282115; 'support': 172}; 'accuracy': 0.8720173535791758; 'macro avg': {'precision': 0.8691996233521657; 'recall': 0.894393256618653; 'f1-score': 0.8695022190236296; 'support': 461}; 'weighted avg': {'precision': 0.8991700266758172; 'recall': 0.8720173535791758; 'f1-score': 0.8741001993829872; 'support': 461}},{'0.0': {'precision': 0.9629629629629629; 'recall': 0.8125; 'f1-score': 0.8813559322033898; 'support': 32}; '1.0': {'precision': 0.75; 'recall': 0.9473684210526315; 'f1-score': 0.8372093023255814; 'support': 19}; 'accuracy': 0.8627450980392157; 'macro avg': {'precision': 0.8564814814814814; 'recall': 0.8799342105263157; 'f1-score': 0.8592826172644856; 'support': 51}; 'weighted avg': {'precision': 0.8836238198983296; 'recall': 0.8627450980392157; 'f1-score': 0.864909148523422; 'support': 51}}
10,2,DNF,9,461,51,57,[8; 9],122,1.394871,0.980392,5,[X0 >= 15.045000 AND X7 >= 0.026805] OR [X1 >= 18.635000 AND X4 >= 0.089465 AND X22 >= 101.650000],{'0.0': {'precision': 0.9453924914675768; 'recall': 0.9584775086505191; 'f1-score': 0.9518900343642612; 'support': 289}; '1.0': {'precision': 0.9285714285714286; 'recall': 0.9069767441860465; 'f1-score': 0.9176470588235294; 'support': 172}; 'accuracy': 0.9392624728850325; 'macro avg': {'precision': 0.9369819600195026; 'recall': 0.9327271264182828; 'f1-score': 0.9347685465938953; 'support': 461}; 'weighted avg': {'precision': 0.9391165200616387; 'recall': 0.9392624728850325; 'f1-score': 0.939113913338218; 'support': 461}},{'0.0': {'precision': 1.0; 'recall': 0.96875; 'f1-score': 0.9841269841269841; 'support': 32}; '1.0': {'precision': 0.95; 'recall': 1.0; 'f1-score': 0.9743589743589743; 'support': 19}; 'accuracy': 0.9803921568627451; 'macro avg': {'precision': 0.975; 'recall': 0.984375; 'f1-score': 0.9792429792429792; 'support': 51}; 'weighted avg': {'precision': 0.9813725490196078; 'recall': 0.9803921568627451; 'f1-score': 0.9804879216643922; 'support': 51}}
10,2,DNF,0,460,52,28,[16; 17],122,0.766944,0.865385,8,[X5 < 0.155250 AND X6 >= 0.089420 AND X7 >= 0.026805] OR [X0 >= 13.095000 AND X4 >= 0.089465 AND X7 >= 0.051420 AND X25 >= 0.281050 AND X29 >= 0.092790],{'0.0': {'precision': 0.8544303797468354; 'recall': 0.9342560553633218; 'f1-score': 0.8925619834710744; 'support': 289}; '1.0': {'precision': 0.8680555555555556; 'recall': 0.7309941520467836; 'f1-score': 0.7936507936507937; 'support': 171}; 'accuracy': 0.8586956521739131; 'macro avg': {'precision': 0.8612429676511955; 'recall': 0.8326251037050527; 'f1-score': 0.843106388560934; 'support': 460}; 'weighted avg': {'precision': 0.8594953907539902; 'recall': 0.8586956521739131; 'f1-score': 0.8557928237770136; 'support': 460}},{'0.0': {'precision': 0.8378378378378378; 'recall': 0.96875; 'f1-score': 0.8985507246376812; 'support': 32}; '1.0': {'precision': 0.9333333333333333; 'recall': 0.7; 'f1-score': 0.8; 'support': 20}; 'accuracy': 0.8653846153846154; 'macro avg': {'precision': 0.8855855855855856; 'recall': 0.834375; 'f1-score': 0.8492753623188406; 'support': 52}; 'weighted avg': {'precision': 0.8745668745668745; 'recall': 0.8653846153846154; 'f1-score': 0.8606465997770345; 'support': 52}}
10,2,DNF,1,460,52,28,[16; 17],122,0.763500,0.903846,6,[X6 >= 0.069225 AND X7 >= 0.051420] OR [X0 >= 15.045000 AND X7 >= 0.026805 AND X16 >= 0.011000 AND X21 >= 29.295000],{'0.0': {'precision': 0.9614035087719298; 'recall': 0.9513888888888888; 'f1-score': 0.9563699825479931; 'support': 288}; '1.0': {'precision': 0.92; 'recall': 0.936046511627907; 'f1-score': 0.9279538904899135; 'support': 172}; 'accuracy': 0.9456521739130435; 'macro avg': {'precision': 0.9407017543859649; 'recall': 0.9437177002583979; 'f1-score': 0.9421619365189533; 'support': 460}; 'weighted avg': {'precision': 0.9459221967963386; 'recall': 0.9456521739130435; 'f1-score': 0.9457448350827982; 'support': 460}},{'0.0': {'precision': 0.9375; 'recall': 0.9090909090909091; 'f1-score': 0.923076923076923; 'support': 33}; '1.0': {'precision': 0.85; 'recall': 0.8947368421052632; 'f1-score': 0.8717948717948718; 'support': 19}; 'accuracy': 0.9038461538461539; 'macro avg': {'precision': 0.89375; 'recall': 0.9019138755980861; 'f1-score': 0.8974358974358974; 'support': 52}; 'weighted avg': {'precision': 0.9055288461538461; 'recall': 0.9038461538461539; 'f1-score': 0.9043392504930966; 'support': 52}}
10,2,DNF,2,461,51,28,[16; 17],122,0.783365,0.921569,5,[X0 < 15.045000 AND X4 >= 0.089465 AND X5 >= 0.102150 AND X6 >= 0.089420] OR [X20 >= 16.795000],{'0.0': {'precision': 0.978021978021978; 'recall': 0.9238754325259516; 'f1-score': 0.9501779359430604; 'support': 289}; '1.0': {'precision': 0.8829787234042553; 'recall': 0.9651162790697675; 'f1-score': 0.9222222222222223; 'support': 172}; 'accuracy': 0.9392624728850325; 'macro avg': {'precision': 0.9305003507131167; 'recall': 0.9444958557978596; 'f1-score': 0.9362000790826414; 'support': 461}; 'weighted avg': {'precision': 0.9425611541732831; 'recall': 0.9392624728850325; 'f1-score': 0.9397476045765005; 'support': 461}},{'0.0': {'precision': 0.9666666666666667; 'recall': 0.90625; 'f1-score': 0.9354838709677419; 'support': 32}; '1.0': {'precision': 0.8571428571428571; 'recall': 0.9473684210526315; 'f1-score': 0.9; 'support': 19}; 'accuracy': 0.9215686274509803; 'macro avg': {'precision': 0.9119047619047619; 'recall': 0.9268092105263157; 'f1-score': 0.917741935483871; 'support': 51}; 'weighted avg': {'precision': 0.9258636788048552; 'recall': 0.9215686274509803; 'f1-score': 0.9222643896268184; 'support': 51}}
10,2,DNF,3,461,51,28,[16; 17],122,0.874110,0.901961,6,[X0 >= 13.095000 AND X6 >= 0.069225] OR [X0 >= 13.095000 AND X6 >= 0.089420 AND X21 >= 23.350000 AND X26 >= 0.216400],{'0.0': {'precision': 0.9238754325259516; 'recall': 0.9238754325259516; 'f1-score': 0.9238754325259516; 'support': 289}; '1.0': {'precision': 0.872093023255814; 'recall': 0.872093023255814; 'f1-score': 0.872093023255814; 'support': 172}; 'accuracy': 0.9045553145336226; 'macro avg': {'precision': 0.8979842278908827; 'recall': 0.8979842278908827; 'f1-score': 0.8979842278908827; 'support': 461}; 'weighted avg': {'precision': 0.9045553145336226; 'recall': 0.9045553145336226; 'f1-score': 0.9045553145336226; 'support': 461}},{'0.0': {'precision': 0.9090909090909091; 'recall': 0.9375; 'f1-score': 0.923076923076923; 'support': 32}; '1.0': {'precision': 0.8888888888888888; 'recall': 0.8421052631578947; 'f1-score': 0.8648648648648649; 'support': 19}; 'accuracy': 0.9019607843137255; 'macro avg': {'precision': 0.898989898989899; 'recall': 0.8898026315789473; 'f1-score': 0.8939708939708939; 'support': 51}; 'weighted avg': {'precision': 0.9015646662705487; 'recall': 0.9019607843137255; 'f1-score': 0.901390077860666; 'support': 51}}
10,2,DNF,4,461,51,28,[16; 17],122,0.852740,0.901961,4,[X0 >= 15.045000 AND X10 >= 0.193650] OR [X1 >= 18.635000 AND X27 >= 0.109550],{'0.0': {'precision': 0.960431654676259; 'recall': 0.9238754325259516; 'f1-score': 0.9417989417989419; 'support': 289}; '1.0': {'precision': 0.8797814207650273; 'recall': 0.936046511627907; 'f1-score': 0.9070422535211268; 'support': 172}; 'accuracy': 0.928416485900217; 'macro avg': {'precision': 0.9201065377206432; 'recall': 0.9299609720769293; 'f1-score': 0.9244205976600344; 'support': 461}; 'weighted avg': {'precision': 0.9303408949523287; 'recall': 0.928416485900217; 'f1-score': 0.928831153547783; 'support': 461}},{'0.0': {'precision': 1.0; 'recall': 0.84375; 'f1-score': 0.9152542372881356; 'support': 32}; '1.0': {'precision': 0.7916666666666666; 'recall': 1.0; 'f1-score': 0.8837209302325582; 'support': 19}; 'accuracy': 0.9019607843137255; 'macro avg': {'precision': 0.8958333333333333; 'recall': 0.921875; 'f1-score': 0.8994875837603469; 'support': 51}; 'weighted avg': {'precision': 0.9223856209150326; 'recall': 0.9019607843137255; 'f1-score': 0.9035065346595871; 'support': 51}}
10,2,DNF,5,461,51,28,[16; 17],122,0.859297,0.725490,5,[X4 >= 0.089465 AND X7 >= 0.026805] OR [X0 < 13.095000 AND X15 >= 0.018380 AND X22 >= 101.650000],{'0.0': {'precision': 0.9090909090909091; 'recall': 0.726643598615917; 'f1-score': 0.8076923076923077; 'support': 289}; '1.0': {'precision': 0.6565217391304348; 'recall': 0.877906976744186; 'f1-score': 0.7512437810945273; 'support': 172}; 'accuracy': 0.7830802603036876; 'macro avg': {'precision': 0.782806324110672; 'recall': 0.8022752876800515; 'f1-score': 0.7794680443934174; 'support': 461}; 'weighted avg': {'precision': 0.8148568586935087; 'recall': 0.7830802603036876; 'f1-score': 0.7866312522154786; 'support': 461}},{'0.0': {'precision': 0.95; 'recall': 0.59375; 'f1-score': 0.7307692307692308; 'support': 32}; '1.0': {'precision': 0.5806451612903226; 'recall': 0.9473684210526315; 'f1-score': 0.72; 'support': 19}; 'accuracy': 0.7254901960784313; 'macro avg': {'precision': 0.7653225806451613; 'recall': 0.7705592105263157; 'f1-score': 0.7253846153846154; 'support': 51}; 'weighted avg': {'precision': 0.8123972169512966; 'recall': 0.7254901960784313; 'f1-score': 0.7267571644042232; 'support': 51}}
10,2,DNF,6,461,51,28,[16; 17],122,0.841428,0.941176,5,[X0 >= 13.095000 AND X4 >= 0.089465 AND X5 >= 0.102150 AND X8 >= 0.171550] OR [X27 >= 0.109550],{'0.0': {'precision': 0.97165991902834; 'recall': 0.8304498269896193; 'f1-score': 0.8955223880597014; 'support': 289}; '1.0': {'precision': 0.7710280373831776; 'recall': 0.9593023255813954; 'f1-score': 0.8549222797927462; 'support': 172}; 'accuracy': 0.8785249457700651; 'macro avg': {'precision': 0.8713439782057588; 'recall': 0.8948760762855074; 'f1-score': 0.8752223339262237; 'support': 461}; 'weighted avg': {'precision': 0.8968037722973901; 'recall': 0.8785249457700651; 'f1-score': 0.8803744084026162; 'support': 461}},{'0.0': {'precision': 0.9393939393939394; 'recall': 0.96875; 'f1-score': 0.9538461538461539; 'support': 32}; '1.0': {'precision': 0.9444444444444444; 'recall': 0.8947368421052632; 'f1-score': 0.918918918918919; 'support': 19}; 'accuracy': 0.9411764705882353; 'macro avg': {'precision': 0.9419191919191919; 'recall': 0.9317434210526316; 'f1-score': 0.9363825363825364; 'support': 51}; 'weighted avg': {'precision': 0.9412755000990295; 'recall': 0.9411764705882353; 'f1-score': 0.9408340467163996; 'support': 51}}
